iId,iEffectGroupId,iLevel,sName,iDisPlayMode,sIcon,iLoseType,iType,iIsInBattle,iRespondType,iBoutDuration,iIsLoopRespond,iTimeType,iAidertime,iTimeDuration,sScript,sDescription,sOwnerGetFx,sOwnerGetFxDelay,sOwnerRunFx,sOwnerRunFxDelay,sOwnerLoseFx,sOwnerLoseFxDelay,sOpponentGetFx,sOpponentGetFxDelay,sOpponentRunFx,sOpponentRunFxDelay,sOpponentLoseFx,sOpponentLoseFxDelay,sFullGetFx,sFullGetFxDelay,sFullRunFx,sFullRunFxDelay,sFullLoseFx,sFullLoseFxDelay
2022,2022,2,连续2次攻击;攻击力+7;攻击力-44%,3,-1,64,1,1,1,10,0,0,0,0,owner['counts']=1;owner['maxAttack'] = (owner['maxAttack']+7) * (1-0.44); owner['minAttack'] =  (owner['minAttack']+7) * (1-0.44);,连续攻击;攻击力+7;攻击力-44%;,202101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2023,2023,3,连续2次攻击;攻击力+9;攻击力-43.5%,3,-1,64,1,1,1,10,0,0,0,0,owner['counts']=1;owner['maxAttack'] = (owner['maxAttack']+9) * (1-0.435); owner['minAttack'] =  (owner['minAttack']+9) * (1-0.435);,连续攻击;攻击力+9;攻击力-43.5%;,202101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2024,2024,4,连续2次攻击;攻击力+11;攻击力-43%,3,-1,64,1,1,1,10,0,0,0,0,owner['counts']=1;owner['maxAttack'] = (owner['maxAttack']+11) * (1-0.43); owner['minAttack'] =  (owner['minAttack']+11) * (1-0.43);,连续攻击;攻击力+11;攻击力-43%;,202101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2025,2025,5,连续2次攻击;攻击力+13;攻击力-42.5%,3,-1,64,1,1,1,10,0,0,0,0,owner['counts']=1;owner['maxAttack'] = (owner['maxAttack']+13) * (1-0.425); owner['minAttack'] =  (owner['minAttack']+13) * (1-0.425);,连续攻击;攻击力+13;攻击力-42.5%;,202101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2026,2026,6,连续2次攻击;攻击力+15;攻击力-42%,3,-1,64,1,1,1,10,0,0,0,0,owner['counts']=1;owner['maxAttack'] = (owner['maxAttack']+15) * (1-0.42); owner['minAttack'] =  (owner['minAttack']+15) * (1-0.42);,连续攻击;攻击力+15;攻击力-42%;,202101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2027,2027,7,连续2次攻击;攻击力+17;攻击力-41.5%,3,-1,64,1,1,1,10,0,0,0,0,owner['counts']=1;owner['maxAttack'] = (owner['maxAttack']+17) * (1-0.415); owner['minAttack'] =  (owner['minAttack']+17) * (1-0.415);,连续攻击;攻击力+17;攻击力-41.5%;,202101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2028,2028,8,连续2次攻击;攻击力+19;攻击力-41%,3,-1,64,1,1,1,10,0,0,0,0,owner['counts']=1;owner['maxAttack'] = (owner['maxAttack']+19) * (1-0.41); owner['minAttack'] =  (owner['minAttack']+19) * (1-0.41);,连续攻击;攻击力+19;攻击力-41%;,202101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2029,2029,9,连续2次攻击;攻击力+21;攻击力-40.5%,3,-1,64,1,1,1,10,0,0,0,0,owner['counts']=1;owner['maxAttack'] = (owner['maxAttack']+21) * (1-0.405); owner['minAttack'] =  (owner['minAttack']+21) * (1-0.405);,连续攻击;攻击力+21;攻击力-40.5%;,202101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2030,2030,10,连续2次攻击;攻击力+23;攻击力-40%,3,-1,64,1,1,1,10,0,0,0,0,owner['counts']=1;owner['maxAttack'] = (owner['maxAttack']+23) * (1-0.40); owner['minAttack'] =  (owner['minAttack']+23) * (1-0.40);,连续攻击;攻击力+23;攻击力-40%;,202101,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2041,2041,1,气血上限提高5%,3,-1,0,2,0,1,10,0,0,0,0,owner['maxHp']*=1.05; owner['hp']*=1.05;,气血上限提高5%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2042,2041,2,气血上限提高10%,3,-1,0,2,0,1,10,0,0,0,0,owner['maxHp']*=1.1; owner['hp']*=1.1;,气血上限提高10%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2043,2041,3,气血上限提高15%,3,-1,0,2,0,1,10,0,0,0,0,owner['maxHp']*=1.15; owner['hp']*=1.15;,气血上限提高15%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2044,2041,4,气血上限提高20%,3,-1,0,2,0,1,10,0,0,0,0,owner['maxHp']*=1.2; owner['hp']*=1.2;,气血上限提高20%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2045,2041,5,气血上限提高25%,3,-1,0,2,0,1,10,0,0,0,0,owner['maxHp']*=1.25; owner['hp']*=1.25;,气血上限提高25%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2046,2041,6,气血上限提高30%,3,-1,0,2,0,1,10,0,0,0,0,owner['maxHp']*=1.3; owner['hp']*=1.3;,气血上限提高30%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2047,2041,7,气血上限提高35%,3,-1,0,2,0,1,10,0,0,0,0,owner['maxHp']*=1.35; owner['hp']*=1.35;,气血上限提高35%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2048,2041,8,气血上限提高40%,3,-1,0,2,0,1,10,0,0,0,0,owner['maxHp']*=1.4; owner['hp']*=1.4;,气血上限提高40%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2049,2041,9,气血上限提高45%,3,-1,0,2,0,1,10,0,0,0,0,owner['maxHp']*=1.45; owner['hp']*=1.45;,气血上限提高45%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2050,2041,10,气血上限提高50%,3,-1,0,2,0,1,10,0,0,0,0,owner['maxHp']*=1.5; owner['hp']*=1.5;,气血上限提高50%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2061,2061,1,负面效果-5%,3,-1,0,2,0,1,10,0,0,0,0,null,负面效果-5%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2062,2061,2,负面效果-10%,3,-1,0,2,0,1,10,0,0,0,0,null,负面效果-10%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2063,2061,3,负面效果-15%,3,-1,0,2,0,1,10,0,0,0,0,null,负面效果-15%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2064,2061,4,负面效果-20%,3,-1,0,2,0,1,10,0,0,0,0,null,负面效果-20%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2065,2061,5,负面效果-25%,3,-1,0,2,0,1,10,0,0,0,0,null,负面效果-25%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2066,2061,6,负面效果-30%,3,-1,0,2,0,1,10,0,0,0,0,null,负面效果-30%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2067,2061,7,负面效果-35%,3,-1,0,2,0,1,10,0,0,0,0,null,负面效果-35%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2068,2061,8,负面效果-40%,3,-1,0,2,0,1,10,0,0,0,0,null,负面效果-40%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2069,2061,9,负面效果-45%,3,-1,0,2,0,1,10,0,0,0,0,null,负面效果-45%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2070,2061,10,负面效果-50%,3,-1,0,2,0,1,10,0,0,0,0,null,负面效果-50%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2081,2081,1,伤害+4,3,-1,64,1,1,1,10,0,0,0,0,owner['damage'] += 4;,伤害+4;,208101,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2082,2082,2,伤害+6,3,-1,64,1,1,1,10,0,0,0,0,owner['damage'] += 6;,伤害+6;,208101,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2083,2083,3,伤害+8,3,-1,64,1,1,1,10,0,0,0,0,owner['damage'] += 8;,伤害+8;,208101,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2084,2084,4,伤害+10,3,-1,64,1,1,1,10,0,0,0,0,owner['damage'] +=10;,伤害+10;,208101,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2085,2085,5,伤害+12,3,-1,64,1,1,1,10,0,0,0,0,owner['damage'] += 12;,伤害+12;,208101,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2086,2086,6,伤害+14,3,-1,64,1,1,1,10,0,0,0,0,owner['damage'] += 14;,伤害+14;,208101,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2087,2087,7,伤害+16,3,-1,64,1,1,1,10,0,0,0,0,owner['damage'] += 16;,伤害+16;,208101,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2088,2088,8,伤害+18,3,-1,64,1,1,1,10,0,0,0,0,owner['damage'] += 18;,伤害+18;,208101,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2089,2089,9,伤害+20,3,-1,64,1,1,1,10,0,0,0,0,owner['damage'] += 20;,伤害+20;,208101,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2090,2090,10,伤害+22,3,-1,64,1,1,1,10,0,0,0,0,owner['damage'] += 22;,伤害+22;,208101,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2101,2101,1,攻击力+10,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 10; owner['minAttack'] += 10;,攻击力+10;,210101,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2102,2102,2,攻击力+20,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 20; owner['minAttack'] += 20;,攻击力+20;,210101,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2103,2103,3,攻击力+30,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 30; owner['minAttack'] += 30;,攻击力+30;,210101,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2104,2104,4,攻击力+40,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 40; owner['minAttack'] += 40;,攻击力+40;,210101,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2105,2105,5,攻击力+50,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 50; owner['minAttack'] += 50;,攻击力+50;,210101,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2106,2106,6,攻击力+60,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 60; owner['minAttack'] += 60;,攻击力+60;,210101,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2107,2107,7,攻击力+70,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 70; owner['minAttack'] += 70;,攻击力+70;,210101,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2108,2108,8,攻击力+80,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 80; owner['minAttack'] += 80;,攻击力+80;,210101,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2109,2109,9,攻击力+90,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] += 90; owner['minAttack'] += 90;,攻击力+90;,210101,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2110,2110,10,攻击力+100,3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] +=100; owner['minAttack'] += 100;,攻击力+100;,210101,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2121,2121,1,反弹对方伤害+2%,2,/images/Skill/DM/06_ErDangPenQi.png,0,2,1,4,10,0,1,0,86400000,opponent['hp']-=opponent['damage']*0.02 ;,反弹对方伤害+2%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2122,2122,2,反弹对方伤害+4%,2,/images/Skill/DM/06_ErDangPenQi.png,0,2,1,4,10,0,1,0,86400000,opponent['hp']-=opponent['damage']*0.04 ;,反弹对方伤害+4%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2123,2123,3,反弹对方伤害+6%,2,/images/Skill/DM/06_ErDangPenQi.png,0,2,1,4,10,0,1,0,86400000,opponent['hp']-=opponent['damage']*0.06 ;,反弹对方伤害+6%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2124,2124,4,反弹对方伤害+8%,2,/images/Skill/DM/06_ErDangPenQi.png,0,2,1,4,10,0,1,0,86400000,opponent['hp']-=opponent['damage']*0.08 ;,反弹对方伤害+8%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2125,2125,5,反弹对方伤害+10%,2,/images/Skill/DM/06_ErDangPenQi.png,0,2,1,4,10,0,1,0,86400000,opponent['hp']-=opponent['damage']*0.1 ;,反弹对方伤害+10%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2126,2126,6,反弹对方伤害+12%,2,/images/Skill/DM/06_ErDangPenQi.png,0,2,1,4,10,0,1,0,86400000,opponent['hp']-=opponent['damage']*0.12 ;,反弹对方伤害+12%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2127,2127,7,反弹对方伤害+14%,2,/images/Skill/DM/06_ErDangPenQi.png,0,2,1,4,10,0,1,0,86400000,opponent['hp']-=opponent['damage']*0.14 ;,反弹对方伤害+14%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2128,2128,8,反弹对方伤害+16%,2,/images/Skill/DM/06_ErDangPenQi.png,0,2,1,4,10,0,1,0,86400000,opponent['hp']-=opponent['damage']*0.16 ;,反弹对方伤害+16%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2129,2129,9,反弹对方伤害+18%,2,/images/Skill/DM/06_ErDangPenQi.png,0,2,1,4,10,0,1,0,86400000,opponent['hp']-=opponent['damage']*0.18 ;,反弹对方伤害+18%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2130,2130,10,反弹对方伤害+20%,2,/images/Skill/DM/06_ErDangPenQi.png,0,2,1,4,10,0,1,0,86400000,opponent['hp']-=opponent['damage']*0.2 ;,反弹对方伤害+20%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2141,2141,1,防御力+298,3,-1,64,1,1,1,10,0,0,0,0,owner['defense'] += 298; ,防御力+298;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2142,2142,2,防御力+341,3,-1,64,1,1,1,10,0,0,0,0,owner['defense'] += 341; ,防御力+341;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2143,2143,3,防御力+375,3,-1,64,1,1,1,10,0,0,0,0,owner['defense'] += 375; ,防御力+375;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2144,2144,4,防御力+410,3,-1,64,1,1,1,10,0,0,0,0,owner['defense'] += 410; ,防御力+410;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2145,2145,5,防御力+438,3,-1,64,1,1,1,10,0,0,0,0,owner['defense'] += 438; ,防御力+438;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2146,2146,6,防御力+,3,-1,64,1,1,1,10,0,0,0,0,owner['defense'] += 438; ,防御力+298;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2147,2147,7,防御力+,3,-1,64,1,1,1,10,0,0,0,0,owner['defense'] += 438; ,防御力+298;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2148,2148,8,防御力+,3,-1,64,1,1,1,10,0,0,0,0,owner['defense'] += 438; ,防御力+298;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2149,2149,9,防御力+,3,-1,64,1,1,1,10,0,0,0,0,owner['defense'] += 438; ,防御力+298;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2150,2150,10,防御力+,3,-1,64,1,1,1,10,0,0,0,0,owner['defense'] += 438; ,防御力+298;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2161,2161,1,攻击力 +8%;技能命中后造成对方攻击力 -11.5%( 持续 1 回合 ),3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *=1.08; owner['minAttack'] *= 1.08; opponent ['maxAttack'] *=1-0.115; opponent ['minAttack'] *= 1-0.115;,攻击力 +8%;技能命中后造成对方攻击力 -11.5%( 持续 1 回合 );,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2162,2162,2,攻击力 +8%;技能命中后造成对方攻击力 -13%( 持续 1 回合 ),3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *=1.08; owner['minAttack'] *= 1.08; opponent ['maxAttack'] *=1-0.13; opponent ['minAttack'] *= 1-0.13;,攻击力 +8%;技能命中后造成对方攻击力 -13%( 持续 1 回合 );,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2163,2163,3,攻击力 +8%;技能命中后造成对方攻击力 -14.5%( 持续 1 回合 ),3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *=1.08; owner['minAttack'] *= 1.08; opponent ['maxAttack'] *=1-0.145; opponent ['minAttack'] *= 1-0.145;,攻击力 +8%;技能命中后造成对方攻击力 -14.5%( 持续 1 回合 );,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2164,2164,4,攻击力 +8%;技能命中后造成对方攻击力 -16.5%( 持续 1 回合 ),3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *=1.08; owner['minAttack'] *= 1.08; opponent ['maxAttack'] *=1-0.165; opponent ['minAttack'] *= 1-0.165;,攻击力 +8%;技能命中后造成对方攻击力 -16.5%( 持续 1 回合 );,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2165,2165,5,攻击力 +8%;技能命中后造成对方攻击力 -17.5%( 持续 1 回合 ),3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *=1.08; owner['minAttack'] *= 1.08; opponent ['maxAttack'] *=1-0.175; opponent ['minAttack'] *= 1-0.175;,攻击力 +8%;技能命中后造成对方攻击力 -17.5%( 持续 1 回合 );,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2166,2166,6,攻击力 +8%;技能命中后造成对方攻击力 -19%( 持续 1 回合 ),3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *=1.08; owner['minAttack'] *= 1.08; opponent ['maxAttack'] *=1-0.19; opponent ['minAttack'] *= 1-0.19;,攻击力 +8%;技能命中后造成对方攻击力 -19%( 持续 1 回合 );,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2167,2167,7,攻击力 +8%;技能命中后造成对方攻击力 -20.5%( 持续 1 回合 ),3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *=1.08; owner['minAttack'] *= 1.08; opponent ['maxAttack'] *=1-0.205; opponent ['minAttack'] *= 1-0.205;,攻击力 +8%;技能命中后造成对方攻击力 -20.5%( 持续 1 回合 );,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2168,2168,8,攻击力 +8%;技能命中后造成对方攻击力 -22%( 持续 1 回合 ),3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *=1.08; owner['minAttack'] *= 1.08; opponent ['maxAttack'] *=1-0.22; opponent ['minAttack'] *= 1-0.22;,攻击力 +8%;技能命中后造成对方攻击力 -22%( 持续 1 回合 );,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2169,2169,9,攻击力 +8%;技能命中后造成对方攻击力 -23.5%( 持续 1 回合 ),3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *=1.08; owner['minAttack'] *= 1.08; opponent ['maxAttack'] *=1-0.235; opponent ['minAttack'] *= 1-0.235;,攻击力 +8%;技能命中后造成对方攻击力 -23.5%( 持续 1 回合 );,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2170,2170,10,攻击力 +8%;技能命中后造成对方攻击力 -25%( 持续 1 回合 ),3,-1,64,1,1,1,10,0,0,0,0,owner['maxAttack'] *=1.08; owner['minAttack'] *= 1.08; opponent ['maxAttack'] *=1-0.25; opponent ['minAttack'] *= 1-0.25;,攻击力 +8%;技能命中后造成对方攻击力 -25%( 持续 1 回合 );,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2181,2181,1,防御力+35;持续24小时,2,/images/Skill/DM/06_HeiAnGuoShi.png,1,1,1,1,10,0,1,0,86400000,owner['maxAttack'] +=35; ,防御力+35;持续24小时;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2182,2182,2,防御力+;持续24小时,2,/images/Skill/DM/06_HeiAnGuoShi.png,1,1,1,1,10,0,1,0,86400000,owner['maxAttack'] +=35; ,防御力+35;持续24小时;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2183,2183,3,防御力+;持续24小时,2,/images/Skill/DM/06_HeiAnGuoShi.png,1,1,1,1,10,0,1,0,86400000,owner['maxAttack'] +=35; ,防御力+35;持续24小时;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2184,2184,4,防御力+;持续24小时,2,/images/Skill/DM/06_HeiAnGuoShi.png,1,1,1,1,10,0,1,0,86400000,owner['maxAttack'] +=35; ,防御力+35;持续24小时;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2185,2185,5,防御力+;持续24小时,2,/images/Skill/DM/06_HeiAnGuoShi.png,1,1,1,1,10,0,1,0,86400000,owner['maxAttack'] +=35; ,防御力+35;持续24小时;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2186,2186,6,防御力+;持续24小时,2,/images/Skill/DM/06_HeiAnGuoShi.png,1,1,1,1,10,0,1,0,86400000,owner['maxAttack'] +=35; ,防御力+35;持续24小时;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2187,2187,7,防御力+;持续24小时,2,/images/Skill/DM/06_HeiAnGuoShi.png,1,1,1,1,10,0,1,0,86400000,owner['maxAttack'] +=35; ,防御力+35;持续24小时;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2188,2188,8,防御力+;持续24小时,2,/images/Skill/DM/06_HeiAnGuoShi.png,1,1,1,1,10,0,1,0,86400000,owner['maxAttack'] +=35; ,防御力+35;持续24小时;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2189,2189,9,防御力+;持续24小时,2,/images/Skill/DM/06_HeiAnGuoShi.png,1,1,1,1,10,0,1,0,86400000,owner['maxAttack'] +=35; ,防御力+35;持续24小时;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2190,2190,10,防御力+;持续24小时,2,/images/Skill/DM/06_HeiAnGuoShi.png,1,1,1,1,10,0,1,0,86400000,owner['maxAttack'] +=35; ,防御力+35;持续24小时;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2201,2201,1,攻击力+142%;防御力-33%,1,null,0,1,1,1,10,0,0,0,0,null,攻击力+142%;防御力-33%;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2202,2202,2,null,1,null,0,1,1,1,10,0,0,0,0,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2203,2203,3,null,1,null,0,1,1,1,10,0,0,0,0,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2204,2204,4,null,1,null,0,1,1,1,10,0,0,0,0,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2205,2205,5,null,1,null,0,1,1,1,10,0,0,0,0,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2206,2206,6,null,1,null,0,1,1,1,10,0,0,0,0,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
